CENTER_LAT;CENTER_LON;ZIPcode5;PropertyLocation;TotalValue;SQFTmain;Units;Bedrooms;Bathrooms;EffectiveYearBuilt;rowID;RecordingDate;TaxRateArea_CITY;house_type;pool;coordinates;HH_Kids;Owner;lot_area;closest_school;num_school_choices;closest_school_rating;elevation;groceries;parks;crime;walkscore;transit_score;bike_score;Post_ID
33.7609772;-118.3772091;90275;29635 STONECREST RD  RNCHO PALOS VRDS CA  90275;1316000;2448;1;4;3;1964;1023;01/07/2016;RANCHO PALOS VERDES;house;no;(33.760977200000006, -118.37720908);0.553245276;0.799026733;8761.970899;0.45;7;10;366.4064026;3;5;0;8;0;0;32477
33.76051466;-118.3748509;90275;5704 SUNMIST DR  RNCHO PALOS VRDS CA  90275;1350000;2468;1;5;3;1964;1024;20/07/2016;RANCHO PALOS VERDES;house;yes;(33.760514659999998, -118.37485092);0.553245276;0.799026733;9656.712688;0.35;8;10;368.4447021;3;5;0;6;0;0;32478
33.76219272;-118.3722896;90275;5634 SUNMIST DR  RNCHO PALOS VRDS CA  90275;1455000;2654;1;4;3;1965;1025;28/07/2016;RANCHO PALOS VERDES;house;no;(33.762192720000002, -118.37228962);0.553245276;0.799026733;10157.0758;0.18;8;10;377.27771;2;3;0;26;0;0;32479
33.76190041;-118.3728658;90275;5650 SUNMIST DR  RNCHO PALOS VRDS CA  90275;822300;2539;1;4;3;1968;1026;06/07/2016;RANCHO PALOS VERDES;house;yes;(33.761900410000003, -118.37286582);0.553245276;0.799026733;9388.849815;0.21;8;10;372.1369629;2;3;0;26;0;0;32480
33.78236612;-118.3710426;90275;26745 SHADOW WOOD DR  RNCHO PALOS VRDS CA  90275;286586;1334;1;3;2;1961;1027;13/07/2016;RANCHO PALOS VERDES;house;no;(33.782366119999999, -118.37104257);0.553245276;0.799026733;7747.230598;0.2;10;10;245.4312744;2;7;0;15;0;0;32481
33.78014178;-118.3758195;90275;26940 BASSWOOD AVE  RNCHO PALOS VRDS CA  90275;395516;1662;1;3;2;1958;1028;12/07/2016;RANCHO PALOS VERDES;house;no;(33.780141780000001, -118.37581947);0.553245276;0.799026733;9165.924159;0.12;10;10;284.3200073;2;5;0;49;0;0;32482
33.77982094;-118.376292;90275;26937 BASSWOOD AVE  RNCHO PALOS VRDS CA  90275;958510;2064;1;4;3;1986;1029;01/07/2016;RANCHO PALOS VERDES;house;no;(33.77982094, -118.37629204);0.553245276;0.799026733;9700.38296;0.16;11;10;284.0021667;2;5;0;45;0;0;32483
33.78060909;-118.3776088;90275;27023 SHOREWOOD RD  RNCHO PALOS VRDS CA  90275;990000;1659;1;4;2;1958;1030;15/07/2016;RANCHO PALOS VERDES;house;no;(33.780609089999999, -118.37760876);0.553245276;0.799026733;9306.652123;0.22;11;10;291.5350342;2;5;0;45;0;0;32484
33.78823767;-118.3846152;90275;6020 SANDBROOK DR  RNCHO PALOS VRDS CA  90275;837747;2928;1;4;3;1970;1031;26/07/2016;RANCHO PALOS VERDES;house;yes;(33.788237670000001, -118.38461515);0.553245276;0.799026733;9327.154036;0.1;4;9;293.3746948;2;2;0;10;0;0;32485
33.78000528;-118.3884516;90275;27930 ALVAREZ DR  RNCHO PALOS VRDS CA  90275;1064000;1554;1;3;3;1966;1032;15/07/2016;RANCHO PALOS VERDES;house;yes;(33.780005279999997, -118.38845157);0.553245276;0.799026733;7150.944152;0.5;7;9;347.4708252;2;4;0;24;0;0;32486
33.78159294;-118.3880663;90275;6233 MONERO DR  RNCHO PALOS VRDS CA  90275;1450000;2197;1;3;2;1963;1033;13/07/2016;RANCHO PALOS VERDES;house;no;(33.781592940000003, -118.38806628);0.553245276;0.799026733;44290.64681;0.42;6;9;321.316925;2;4;0;15;0;0;32487
33.75613008;-118.3930478;90275;30178 CARTIER DR  RANCHO PALOS VERDES CA  90275;1978000;3562;1;4;5;2001;1034;19/07/2016;RANCHO PALOS VERDES;house;no;(33.756130079999998, -118.39304783);0.553245276;0.799026733;15545.41931;0.88;2;10;298.359314;2;9;0;34;0;0;32488
33.75881198;-118.3803163;90275;1 SAIL VIEW AVE  RANCHO PALOS VERDES CA  90275;1005145;3365;1;3;3;1999;1035;12/07/2016;RANCHO PALOS VERDES;house;no;(33.758811979999997, -118.38031633999999);0.553245276;0.799026733;16672.69572;0.61;5;10;341.7019958;2;5;0;8;0;0;32489
33.7555793;-118.3839607;90275;6105 OCEAN TERRACE DR  RNCHO PALOS VRDS CA  90275;2280000;5261;1;5;6;1987;1036;15/07/2016;RANCHO PALOS VERDES;house;yes;(33.755579299999994, -118.38396066);0.553245276;0.799026733;18553.12845;0.89;3;10;325.7159119;2;9;0;2;0;0;32490
33.75656128;-118.3676447;90275;2 BURRELL LN  RNCHO PALOS VRDS CA  90275;1787357;4553;1;4;5;1985;1037;11/07/2016;RANCHO PALOS VERDES;house;yes;(33.75656128, -118.36764468);0.553245276;0.799026733;25457.16214;0.42;6;2;353.4361572;1;4;0;7;0;0;32491
33.75697273;-118.4062303;90275;30458 VIA RIVERA  RNCHO PALOS VRDS CA  90275;1700000;3184;1;5;3;1966;1038;01/07/2016;RANCHO PALOS VERDES;house;yes;(33.756972730000001, -118.40623026999999);0.553245276;0.799026733;11730.37987;0.16;2;10;129.4845123;2;8;0;19;0;0;32492
33.75959383;-118.4127427;90275;7386 VIA LORADO  RNCHO PALOS VRDS CA  90275;907535;1860;1;3;2;1962;1039;20/07/2016;RANCHO PALOS VERDES;house;no;(33.75959383, -118.41274270000001);0.553245276;0.799026733;13357.67234;0.38;3;10;103.4021149;2;6;0;14;0;0;32493
33.76071883;-118.4137542;90275;7447 VIA LORADO  RNCHO PALOS VRDS CA  90275;1785000;2573;1;4;5;1982;1040;05/07/2016;RANCHO PALOS VERDES;house;no;(33.760718830000002, -118.41375416);0.553245276;0.799026733;20645.9246;0.48;3;10;96.57369232;2;6;0;7;0;0;32494
33.76143756;-118.4131654;90275;7327 VIA LORADO  RNCHO PALOS VRDS CA  90275;2499000;2917;1;4;3;1973;1041;15/07/2016;RANCHO PALOS VERDES;house;no;(33.761437559999997, -118.41316537);0.553245276;0.799026733;19730.71054;0.5;4;10;113.2377243;2;5;0;4;0;0;32495
33.76277197;-118.4106183;90275;30027 VIA RIVERA  RNCHO PALOS VRDS CA  90275;1550000;2791;1;5;4;1969;1042;29/07/2016;RANCHO PALOS VERDES;house;yes;(33.762771970000003, -118.41061827);0.553245276;0.799026733;10628.67283;0.52;5;10;127.7016754;2;4;0;4;0;0;32496
33.75946895;-118.4079491;90275;30302 VIA RIVERA  RNCHO PALOS VRDS CA  90275;1620000;3184;1;5;3;1966;1043;26/07/2016;RANCHO PALOS VERDES;house;no;(33.759468949999999, -118.40794906000001);0.553245276;0.799026733;10309.34695;0.28;4;10;126.4575653;2;6;0;9;0;0;32497
33.77506961;-118.4018627;90275;7005 HARTCREST DR  RNCHO PALOS VRDS CA  90275;1145000;2076;1;3;2;1963;1044;01/07/2016;RANCHO PALOS VERDES;house;no;(33.775069610000003, -118.40186273);0.553245276;0.799026733;7828.994097;0.23;4;9;215.9162445;1;4;0;40;0;0;32498
33.77455608;-118.4019078;90275;7016 HARTCREST DR  RNCHO PALOS VRDS CA  90275;1205000;2184;1;4;3;1963;1045;25/07/2016;RANCHO PALOS VERDES;house;no;(33.774556080000004, -118.40190775000001);0.553245276;0.799026733;8268.741851;0.2;4;9;214.4729919;1;4;0;9;0;0;32499
33.77342196;-118.4020563;90275;7015 STARSTONE DR  RNCHO PALOS VRDS CA  90275;1427000;2283;1;4;3;1965;1046;22/07/2016;RANCHO PALOS VERDES;house;no;(33.77342196, -118.40205630000001);0.553245276;0.799026733;7670.109483;0.12;5;9;214.3066406;1;4;0;9;0;0;32500
33.77119391;-118.3951796;90275;6617 MADELINE COVE DR  RNCHO PALOS VRDS CA  90275;454163;1539;1;4;2;1971;1047;25/07/2016;RANCHO PALOS VERDES;house;no;(33.771193910000001, -118.39517959999999);0.553245276;0.799026733;7564.721294;0.26;3;9;274.7319641;2;4;0;16;0;0;32501
33.76930276;-118.3988315;90275;6836 ABBOTTSWOOD DR  RNCHO PALOS VRDS CA  90275;127118;1806;1;4;2;1963;1048;18/07/2016;RANCHO PALOS VERDES;house;no;(33.769302760000002, -118.39883146);0.553245276;0.799026733;12706.74285;0.25;4;9;243.8152161;1;5;0;10;0;0;32502
33.76837853;-118.4018335;90275;7002 ABBOTTSWOOD DR  RNCHO PALOS VRDS CA  90275;1160000;1895;1;4;2;1963;1049;29/07/2016;RANCHO PALOS VERDES;house;no;(33.76837853, -118.4018335);0.553245276;0.799026733;12402.80185;0.23;6;9;212.4793243;1;4;0;5;0;0;32503
33.76664516;-118.3980853;90275;6832 VERDE RIDGE RD  RNCHO PALOS VRDS CA  90275;165153;2420;1;4;3;1973;1050;19/07/2016;RANCHO PALOS VERDES;house;no;(33.766645160000003, -118.39808528);0.553245276;0.799026733;7036.189592;0.42;4;9;241.6494446;1;6;0;12;0;0;32504
33.76826409;-118.3936282;90275;6608 VERDE RIDGE RD  RNCHO PALOS VRDS CA  90275;1500000;2420;1;4;3;1972;1051;26/07/2016;RANCHO PALOS VERDES;house;yes;(33.768264090000002, -118.39362823);0.553245276;0.799026733;6661.082843;0.37;4;9;292.2225037;2;4;0;20;0;0;32505
33.76819321;-118.3942158;90275;6626 VERDE RIDGE RD  RNCHO PALOS VRDS CA  90275;653094;2836;1;5;4;1972;1052;11/07/2016;RANCHO PALOS VERDES;house;no;(33.76819321, -118.39421579);0.553245276;0.799026733;6700.550003;0.39;4;9;285.6977539;2;4;0;20;0;0;32506
33.76930191;-118.396346;90275;6740 EL RODEO RD  RNCHO PALOS VRDS CA  90275;530329;1857;1;4;3;1979;1053;28/07/2016;RANCHO PALOS VERDES;house;no;(33.769301910000003, -118.39634595);0.553245276;0.799026733;7065.287344;0.37;3;9;264.2036133;2;4;0;15;0;0;32507
33.76717991;-118.3989327;90275;6902 KINGS HARBOR DR  RNCHO PALOS VRDS CA  90275;615084;1539;1;4;2;1972;1054;06/07/2016;RANCHO PALOS VERDES;house;no;(33.767179910000003, -118.39893269);0.553245276;0.799026733;7383.679001;0.36;5;9;230.3232117;1;6;0;11;0;0;32508
33.76576159;-118.4010974;90275;6954 VERDE RIDGE RD  RNCHO PALOS VRDS CA  90275;1440000;2513;1;5;4;1973;1055;15/07/2016;RANCHO PALOS VERDES;house;yes;(33.765761589999997, -118.40109744);0.553245276;0.799026733;12089.27283;0.42;5;9;205.4921265;2;6;0;7;0;0;32509
33.77047111;-118.3962212;90275;29021 TRAILRIDERS DR  RNCHO PALOS VRDS CA  90275;148855;1539;1;4;2;1977;1056;12/07/2016;RANCHO PALOS VERDES;house;no;(33.770471110000003, -118.39622120999999);0.553245276;0.799026733;10467.43788;0.34;4;9;267.8504333;2;4;0;17;0;0;32510
33.77647784;-118.4017578;90275;6944 LARKVALE DR  RNCHO PALOS VRDS CA  90275;1005000;1816;1;4;2;1962;1057;13/07/2016;RANCHO PALOS VERDES;house;no;(33.776477839999998, -118.40175779);0.553245276;0.799026733;8205.0659;0.28;4;9;218.2167816;1;5;0;6;0;0;32511
33.77179085;-118.3874472;90275;28718 COVECREST DR  RNCHO PALOS VRDS CA  90275;157257;2224;1;4;2;1972;1058;11/07/2016;RANCHO PALOS VERDES;house;no;(33.771790850000002, -118.38744717);0.553245276;0.799026733;8416.716802;0.25;9;10;364.1197815;3;4;0;18;0;0;32512
33.76908918;-118.3884173;90275;29024 COVECREST DR  RNCHO PALOS VRDS CA  90275;145712;2639;1;4;3;1966;1059;01/07/2016;RANCHO PALOS VERDES;house;no;(33.769089180000002, -118.3884173);0.553245276;0.799026733;10080.15899;0.34;8;10;349.7393799;3;4;0;20;0;0;32513
33.76633492;-118.3890651;90275;29375 INDIAN VALLEY RD, 1  RNCHO PALOS VRDS CA  90275;925000;2924;1;3;4;1989;1060;06/07/2016;RANCHO PALOS VERDES;condo;no;(33.766334919999998, -118.38906507999999);0.553245276;0.799026733;13332.6421;0.5;4;10;325.3452454;3;4;0;28;0;0;32514
33.76548053;-118.3893779;90275;29422 INDIAN VALLEY RD  ROLLING HILLS ES CA  90275;995000;2051;1;4;3;2002;1061;29/07/2016;ROLLING HILLS ESTATES;house;no;(33.765480529999998, -118.38937794);0.553245276;0.799026733;13919.28615;0.55;4;10;316.0748291;4;4;0;25;0;0;32515
33.7709695;-118.3845589;90275;10 VIA MALONA  RNCHO PALOS VRDS CA  90275;1985000;5630;1;5;6;1990;1062;21/07/2016;RANCHO PALOS VERDES;house;no;(33.7709695, -118.38455891);0.553245276;0.799026733;10238.82265;0.43;8;10;360.6415405;3;4;0;27;0;0;32516
33.77366858;-118.3885723;90275;28608 COVERIDGE DR  RNCHO PALOS VRDS CA  90275;1209800;2122;1;4;3;1972;1063;26/07/2016;RANCHO PALOS VERDES;house;no;(33.773668579999999, -118.38857225);0.553245276;0.799026733;7416.442782;0.17;8;10;358.3667908;3;4;0;13;0;0;32517
33.77290023;-118.390168;90275;28716 DOVERRIDGE DR  RNCHO PALOS VRDS CA  90275;172119;2676;1;5;3;1969;1064;06/07/2016;RANCHO PALOS VERDES;house;no;(33.772900229999998, -118.39016799999999);0.553245276;0.799026733;11442.1105;0.07;6;9;332.415802;2;3;0;27;0;0;32518
33.77198239;-118.3909028;90275;28832 LEAH CIR  RNCHO PALOS VRDS CA  90275;593806;2944;1;5;3;1978;1065;06/07/2016;RANCHO PALOS VERDES;house;yes;(33.771982389999998, -118.39090277);0.553245276;0.799026733;18161.57175;0.09;5;9;324.730835;2;4;0;27;0;0;32519
33.77663053;-118.3717583;90275;5122 SILVER ARROW DR  RNCHO PALOS VRDS CA  90275;130076;2268;1;5;4;1964;1066;13/07/2016;RANCHO PALOS VERDES;house;no;(33.776630529999998, -118.37175827);0.553245276;0.799026733;7102.192661;0.29;11;10;306.6086121;2;6;0;65;0;0;32520
33.7746927;-118.3700455;90275;27619 WARRIOR DR  RNCHO PALOS VRDS CA  90275;1035000;1442;1;3;2;1959;1067;07/07/2016;RANCHO PALOS VERDES;house;no;(33.774692700000003, -118.37004545000001);0.553245276;0.799026733;8046.836849;0.2;11;10;311.6867065;2;5;0;50;0;0;32521
33.7755954;-118.3700562;90275;27515 WARRIOR DR  RNCHO PALOS VRDS CA  90275;965914;1896;1;3;3;1966;1068;22/07/2016;RANCHO PALOS VERDES;house;yes;(33.7755954, -118.37005622);0.553245276;0.799026733;7017.135101;0.24;11;10;305.5074158;2;6;0;45;0;0;32522
33.7757558;-118.3656832;90275;27437 ELMBRIDGE DR  RNCHO PALOS VRDS CA  90275;985000;1868;1;3;2;1965;1069;27/07/2016;RANCHO PALOS VERDES;house;no;(33.775755799999999, -118.36568321999999);0.553245276;0.799026733;8565.282251;0.19;12;10;258.5209961;2;6;0;33;0;0;32523
33.77266708;-118.3634025;90275;27912 LONGHILL DR  RNCHO PALOS VRDS CA  90275;1450000;2440;1;5;3;2000;1070;26/07/2016;RANCHO PALOS VERDES;house;no;(33.772667079999998, -118.36340246);0.553245276;0.799026733;12032.73297;0.21;12;10;294.4580383;2;5;0;51;0;0;32524
33.77773881;-118.388002;90275;27942 RIDGECOVE CT N  RNCHO PALOS VRDS CA  90275;301004;1566;1;3;3;1973;1071;06/07/2016;RANCHO PALOS VERDES;pud;no;(33.777738810000002, -118.38800197);0.553245276;0.799026733;309695.2775;0.37;8;9;344.5079346;2;4;0;30;0;0;32525
33.77773881;-118.388002;90275;28020 RIDGECOVE CT N  RNCHO PALOS VRDS CA  90275;418735;1478;1;3;3;1973;1072;08/07/2016;RANCHO PALOS VERDES;pud;no;(33.777738810000002, -118.38800197);0.553245276;0.799026733;309695.2775;0.37;8;9;344.5079346;2;4;0;30;0;0;32526
33.77774899;-118.3868467;90275;28017 RIDGEBLUFF CT  RNCHO PALOS VRDS CA  90275;670000;1566;1;3;3;1973;1073;18/07/2016;RANCHO PALOS VERDES;pud;no;(33.777748989999999, -118.38684665);0.553245276;0.799026733;278269.5529;0.41;9;9;342.843811;2;4;0;24;0;0;32527
33.77541647;-118.3849947;90275;5987 PEACOCK RIDGE RD, NO 119  RNCHO PALOS VRDS CA  90275;367828;1300;1;2;2;1974;1074;19/07/2016;RANCHO PALOS VERDES;condo;no;(33.775416470000003, -118.38499471999999);0.553245276;0.799026733;52295.49148;0.4;9;10;378.1013489;3;4;0;15;0;0;32528
33.77558214;-118.3842249;90275;28121 HIGHRIDGE RD, NO 412  RNCHO PALOS VRDS CA  90275;330000;765;1;1;1;1974;1075;15/07/2016;RANCHO PALOS VERDES;condo;no;(33.775582139999997, -118.38422490000001);0.553245276;0.799026733;43078.02662;0.45;10;10;362.7251587;3;4;0;15;0;0;32529
33.77249132;-118.3825565;90275;5923 ARMAGA SPRING RD, UNIT   D  RNCHO PALOS VRDS CA  90275;296672;1484;1;3;3;1969;1076;12/07/2016;RANCHO PALOS VERDES;condo;no;(33.77249132, -118.38255649999999);0.553245276;0.799026733;215371.3855;0.44;10;10;368.4409485;3;3;0;29;0;0;32530
33.77249132;-118.3825565;90275;5951 ARMAGA SPRING RD, UNIT   B  RANCHO PALOS VERDES CA  90275;570000;1484;1;3;3;1969;1077;29/07/2016;RANCHO PALOS VERDES;condo;no;(33.77249132, -118.38255649999999);0.553245276;0.799026733;215371.3855;0.44;10;10;368.4409485;3;3;0;29;0;0;32531
33.77249132;-118.3825565;90275;5947 ARMAGA SPRING RD, UNIT   I  RNCHO PALOS VRDS CA  90275;464100;1071;1;2;2;1969;1078;29/07/2016;RANCHO PALOS VERDES;condo;no;(33.77249132, -118.38255649999999);0.553245276;0.799026733;215371.3855;0.44;10;10;368.4409485;3;3;0;29;0;0;32532
33.76291152;-118.3996972;90275;6847 CREST RD  RNCHO PALOS VRDS CA  90275;1143102;3275;1;4;4;1965;1079;19/07/2016;RANCHO PALOS VERDES;house;yes;(33.762911520000003, -118.39969721999999);0.553245276;0.799026733;14825.64527;0.63;3;9;245.5619507;2;5;0;28;0;0;32533
33.75986392;-118.405915;90275;7255 CREST RD  RNCHO PALOS VRDS CA  90275;229372;3422;1;5;3;1971;1080;14/07/2016;RANCHO PALOS VERDES;house;yes;(33.759863920000001, -118.40591499);0.553245276;0.799026733;23251.6869;0.33;4;10;174.7836456;2;6;0;7;0;0;32534
33.75574799;-118.4041049;90275;30551 CAMINO PORVENIR  RNCHO PALOS VRDS CA  90275;1397998;2045;1;3;3;1974;1081;14/07/2016;RANCHO PALOS VERDES;house;yes;(33.755747990000003, -118.40410491999999);0.553245276;0.799026733;11283.51866;0.24;2;10;168.0150604;2;7;0;18;0;0;32535
33.74962157;-118.394525;90275;6733 VALLON DR  RNCHO PALOS VRDS CA  90275;790824;2720;1;4;3;1968;1082;13/07/2016;RANCHO PALOS VERDES;house;no;(33.749621570000002, -118.39452495);0.553245276;0.799026733;12203.97804;0.65;2;10;182.5113678;2;7;0;12;0;0;32536
33.74883052;-118.3961653;90275;6785 VALLON DR  RNCHO PALOS VRDS CA  90275;1540000;3177;1;5;3;1968;1083;22/07/2016;RANCHO PALOS VERDES;house;yes;(33.748830519999999, -118.39616526);0.553245276;0.799026733;9947.001649;0.56;2;10;180.119339;2;7;0;11;0;0;32537
33.74838685;-118.4033434;90275;7055 VIA DEL MAR  RNCHO PALOS VRDS CA  90275;754207;2977;1;3;3;1987;1084;18/07/2016;RANCHO PALOS VERDES;pud;no;(33.748386850000003, -118.40334343000001);0.553245276;0.799026733;5595.030656;0.15;2;10;108.7629852;2;6;0;55;0;0;32538
33.75129628;-118.340075;90274;75 EASTFIELD DR  ROLLING HILLS CA  90274;621188;3370;1;4;5;1990;1085;08/07/2016;ROLLING HILLS;house;yes;(33.751296279999998, -118.34007502);0.600992663;0.881851532;70650.65728;0.77;2;7;392.0165405;0;4;0;1;0;0;32539
33.77040984;-118.3290436;90274;41 HITCHING POST DR  ROLLING HILLS ES CA  90274;197571;2388;1;3;3;1963;1086;27/07/2016;ROLLING HILLS ESTATES;house;no;(33.770409839999999, -118.32904358);0.600992663;0.881851532;18290.9573;0.82;3;8;145.2878418;3;3;0;15;0;0;32540
33.77150026;-118.3359056;90274;2840 PALOS VERDES DR N  PALOS VERDES EST CA  90274;1800000;2707;1;4;3;1959;1087;06/07/2016;ROLLING HILLS;house;yes;(33.771500260000003, -118.33590559999999);0.600992663;0.881851532;105408.1943;0.55;2;8;156.5939178;0;5;0;11;0;0;32541
